"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Nevada"	"32"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	29	133881	21.7
	"Nevada"	"32"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	22	160287	13.7
	"Nevada"	"32"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	11	135656	Unreliable
	"Nevada"	"32"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	31	141539	21.9
	"Nevada"	"32"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	25	163894	15.3
	"Nevada"	"32"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	18	174210	Unreliable
	"Nevada"	"32"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	44	145975	30.1
	"Nevada"	"32"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	30	167197	17.9
	"Nevada"	"32"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	14	177483	Unreliable
	"Nevada"	"32"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	29	151210	19.2
	"Nevada"	"32"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	32	170495	18.8
	"Nevada"	"32"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	14	180886	Unreliable
	"Nevada"	"32"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	34	158011	21.5
	"Nevada"	"32"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	39	177089	22.0
	"Nevada"	"32"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	15	186737	Unreliable
	"Nevada"	"32"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	11	162719	Unreliable
	"Nevada"	"32"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	33	165446	19.9
	"Nevada"	"32"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	31	182988	16.9
	"Nevada"	"32"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	18	191778	Unreliable
	"Nevada"	"32"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	46	173812	26.5
	"Nevada"	"32"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	27	188942	14.3
	"Nevada"	"32"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	18	197326	Unreliable
	"Nevada"	"32"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	47	179769	26.1
	"Nevada"	"32"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	33	194358	17.0
	"Nevada"	"32"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	17	200257	Unreliable
	"Nevada"	"32"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	31	183479	16.9
	"Nevada"	"32"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	27	198528	13.6
	"Nevada"	"32"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	26	184511	14.1
	"Nevada"	"32"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	23	199112	11.6
	"Nevada"	"32"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	18	199214	Unreliable
	"Nevada"	"32"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	16	185221	Unreliable
	"Nevada"	"32"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	20	198103	10.1
	"Nevada"	"32"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	11	197190	Unreliable
	"Nevada"	"32"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	11	191660	Unreliable
	"Nevada"	"32"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	26	186055	14.0
	"Nevada"	"32"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	19	199307	Unreliable
	"Nevada"	"32"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	15	194175	Unreliable
	"Nevada"	"32"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	12	188417	Unreliable
	"Nevada"	"32"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	25	201302	12.4
	"Nevada"	"32"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	17	194240	Unreliable
	"Nevada"	"32"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	14	188045	Unreliable
	"Nevada"	"32"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	23	203977	11.3
	"Nevada"	"32"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	10	193300	Unreliable
	"Nevada"	"32"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	10	193498	Unreliable
	"Nevada"	"32"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	26	187306	13.9
	"Nevada"	"32"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	23	207901	11.1
	"Nevada"	"32"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	18	194330	Unreliable
	"Nevada"	"32"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	10	195768	Unreliable
	"Nevada"	"32"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	21	186807	11.2
	"Nevada"	"32"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	32	212461	15.1
	"Nevada"	"32"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	17	195462	Unreliable
	"Nevada"	"32"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	11	198322	Unreliable
	"New Jersey"	"34"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	45	512760	8.8
	"New Jersey"	"34"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	51	599799	8.5
	"New Jersey"	"34"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	21	706034	3.0
	"New Jersey"	"34"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	65	515648	12.6
	"New Jersey"	"34"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	63	591904	10.6
	"New Jersey"	"34"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	15	708291	Unreliable
	"New Jersey"	"34"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	10	561202	Unreliable
	"New Jersey"	"34"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	75	527583	14.2
	"New Jersey"	"34"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	65	579579	11.2
	"New Jersey"	"34"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	16	709444	Unreliable
	"New Jersey"	"34"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	10	583808	Unreliable
	"New Jersey"	"34"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	67	536356	12.5
	"New Jersey"	"34"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	69	573872	12.0
	"New Jersey"	"34"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	24	704162	3.4
	"New Jersey"	"34"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	13	590783	Unreliable
	"New Jersey"	"34"	"2003"	"2003"	"15-24 years"	"15-24"	"Female"	"F"	11	514719	Unreliable
	"New Jersey"	"34"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	85	546434	15.6
	"New Jersey"	"34"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	12	570438	Unreliable
	"New Jersey"	"34"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	78	567612	13.7
	"New Jersey"	"34"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	33	695871	4.7
	"New Jersey"	"34"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	11	601637	Unreliable
	"New Jersey"	"34"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	97	556088	17.4
	"New Jersey"	"34"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	80	560527	14.3
	"New Jersey"	"34"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	32	686463	4.7
	"New Jersey"	"34"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	91	565681	16.1
	"New Jersey"	"34"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	114	553401	20.6
	"New Jersey"	"34"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	35	676276	5.2
	"New Jersey"	"34"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	10	628208	Unreliable
	"New Jersey"	"34"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	111	573484	19.4
	"New Jersey"	"34"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	103	544984	18.9
	"New Jersey"	"34"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	35	664603	5.3
	"New Jersey"	"34"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	12	640208	Unreliable
	"New Jersey"	"34"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	116	578378	20.1
	"New Jersey"	"34"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	83	544085	15.3
	"New Jersey"	"34"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	24	649336	3.7
	"New Jersey"	"34"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	15	650912	Unreliable
	"New Jersey"	"34"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	10	545251	Unreliable
	"New Jersey"	"34"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	88	582568	15.1
	"New Jersey"	"34"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	87	548479	15.9
	"New Jersey"	"34"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	22	633636	3.5
	"New Jersey"	"34"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	10	660499	Unreliable
	"New Jersey"	"34"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	81	586317	13.8
	"New Jersey"	"34"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	78	551013	14.2
	"New Jersey"	"34"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	22	618037	3.6
	"New Jersey"	"34"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	101	588774	17.2
	"New Jersey"	"34"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	12	556660	Unreliable
	"New Jersey"	"34"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	85	553141	15.4
	"New Jersey"	"34"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	31	607101	5.1
	"New Jersey"	"34"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	10	672748	Unreliable
	"New Jersey"	"34"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	108	588171	18.4
	"New Jersey"	"34"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	92	562584	16.4
	"New Jersey"	"34"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	34	595378	5.7
	"New Jersey"	"34"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	23	670750	3.4
	"New Jersey"	"34"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	98	590848	16.6
	"New Jersey"	"34"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	87	569641	15.3
	"New Jersey"	"34"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	40	589898	6.8
	"New Jersey"	"34"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	14	666598	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	"15-24 years"	"15-24"	"Female"	"F"	10	556668	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	101	590957	17.1
	"New Jersey"	"34"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	102	574821	17.7
	"New Jersey"	"34"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	36	582310	6.2
	"New Jersey"	"34"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	21	660282	3.2
	"New Jersey"	"34"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	95	591690	16.1
	"New Jersey"	"34"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	80	580169	13.8
	"New Jersey"	"34"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	42	578903	7.3
	"New Jersey"	"34"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	93	588551	15.8
	"New Jersey"	"34"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	82	584319	14.0
	"New Jersey"	"34"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	46	575103	8.0
	"New Jersey"	"34"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	18	645984	Unreliable
	"New Jersey"	"34"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	13	566337	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	32	135686	23.6
	"New Mexico"	"35"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	18	117176	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	12	139789	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	"15-24 years"	"15-24"	"Female"	"F"	10	130949	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	39	136093	28.7
	"New Mexico"	"35"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	17	116793	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	13	138892	Unreliable
	"New Mexico"	"35"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	21	140441	15.0
	"New Mexico"	"35"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	22	144525	15.2
	"New Mexico"	"35"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	19	115750	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	15	134043	Unreliable
	"New Mexico"	"35"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	32	148093	21.6
	"New Mexico"	"35"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	14	117498	Unreliable
	"New Mexico"	"35"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	10	131631	Unreliable
	"New Mexico"	"35"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	19	150951	Unreliable
	"New Mexico"	"35"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	19	119559	Unreliable
	"New Mexico"	"35"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	10	132485	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	21	152116	13.8
	"New Mexico"	"35"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	15	122059	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	13	129648	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	10	134999	Unreliable
	"New Mexico"	"35"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	23	151729	15.2
	"New Mexico"	"35"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	19	124761	Unreliable
	"New Mexico"	"35"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	13	128348	Unreliable
	"New Mexico"	"35"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	22	151272	14.5
	"New Mexico"	"35"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	17	127644	Unreliable
	"New Mexico"	"35"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	13	126974	Unreliable
	"New Mexico"	"35"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	22	150137	14.7
	"New Mexico"	"35"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	22	129712	17.0
	"New Mexico"	"35"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	11	124589	Unreliable
	"New Mexico"	"35"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	10	141849	Unreliable
	"New Mexico"	"35"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	23	149402	15.4
	"New Mexico"	"35"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	22	133112	16.5
	"New Mexico"	"35"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	11	123673	Unreliable
	"New Mexico"	"35"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	11	142722	Unreliable
	"New Mexico"	"35"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	23	149766	15.4
	"New Mexico"	"35"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	12	136005	Unreliable
	"New Mexico"	"35"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	13	123641	Unreliable
	"New Mexico"	"35"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	11	142802	Unreliable
	"New Mexico"	"35"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	17	150740	Unreliable
	"New Mexico"	"35"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	20	140098	14.3
	"New Mexico"	"35"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	15	122989	Unreliable
	"New Mexico"	"35"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	22	150471	14.6
	"New Mexico"	"35"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	16	142012	Unreliable
	"New Mexico"	"35"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	14	136664	Unreliable
	"New Mexico"	"35"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	16	151664	Unreliable
	"New Mexico"	"35"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	25	143308	17.4
	"New Mexico"	"35"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	10	122261	Unreliable
	"New Mexico"	"35"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	23	150752	15.3
	"New Mexico"	"35"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	22	143927	15.3
	"New Mexico"	"35"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	10	121756	Unreliable
	"New Mexico"	"35"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	21	149501	14.0
	"New Mexico"	"35"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	23	144640	15.9
	"New Mexico"	"35"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	20	122208	16.4
	"New York"	"36"	"1999"	"1999"	"15-24 years"	"15-24"	"Female"	"F"	16	1233625	Unreliable
	"New York"	"36"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	206	1272073	16.2
	"New York"	"36"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	20	1426399	1.4
	"New York"	"36"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	151	1378533	11.0
	"New York"	"36"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	10	1563349	Unreliable
	"New York"	"36"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	63	1506475	4.2
	"New York"	"36"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	34	1197851	2.8
	"New York"	"36"	"2000"	"2000"	"15-24 years"	"15-24"	"Female"	"F"	17	1247207	Unreliable
	"New York"	"36"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	226	1284646	17.6
	"New York"	"36"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	11	1401703	Unreliable
	"New York"	"36"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	182	1355621	13.4
	"New York"	"36"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	17	1565022	Unreliable
	"New York"	"36"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	74	1509276	4.9
	"New York"	"36"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	33	1226925	2.7
	"New York"	"36"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	14	786187	Unreliable
	"New York"	"36"	"2001"	"2001"	"15-24 years"	"15-24"	"Female"	"F"	22	1267692	1.7
	"New York"	"36"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	231	1310549	17.6
	"New York"	"36"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	17	1375859	Unreliable
	"New York"	"36"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	172	1330059	12.9
	"New York"	"36"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	16	1562748	Unreliable
	"New York"	"36"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	73	1506897	4.8
	"New York"	"36"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	23	1270239	1.8
	"New York"	"36"	"2002"	"2002"	"15-24 years"	"15-24"	"Female"	"F"	16	1279058	Unreliable
	"New York"	"36"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	183	1324012	13.8
	"New York"	"36"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	15	1362525	Unreliable
	"New York"	"36"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	170	1316926	12.9
	"New York"	"36"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	17	1548213	Unreliable
	"New York"	"36"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	82	1491579	5.5
	"New York"	"36"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	10	1375373	Unreliable
	"New York"	"36"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	29	1279999	2.3
	"New York"	"36"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	10	850193	Unreliable
	"New York"	"36"	"2003"	"2003"	"15-24 years"	"15-24"	"Female"	"F"	14	1291622	Unreliable
	"New York"	"36"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	235	1339738	17.5
	"New York"	"36"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	17	1350969	Unreliable
	"New York"	"36"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	192	1305537	14.7
	"New York"	"36"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	67	1472784	4.5
	"New York"	"36"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	28	1299042	2.2
	"New York"	"36"	"2004"	"2004"	"15-24 years"	"15-24"	"Female"	"F"	13	1303520	Unreliable
	"New York"	"36"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	186	1349717	13.8
	"New York"	"36"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	13	1335147	Unreliable
	"New York"	"36"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	136	1289366	10.5
	"New York"	"36"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	83	1451119	5.7
	"New York"	"36"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	39	1317686	3.0
	"New York"	"36"	"2004"	"2004"	"55-64 years"	"55-64"	"Male"	"M"	15	914401	Unreliable
	"New York"	"36"	"2005"	"2005"	"15-24 years"	"15-24"	"Female"	"F"	18	1315315	Unreliable
	"New York"	"36"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	176	1366427	12.9
	"New York"	"36"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	13	1315149	Unreliable
	"New York"	"36"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	161	1268800	12.7
	"New York"	"36"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	11	1482689	Unreliable
	"New York"	"36"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	70	1425858	4.9
	"New York"	"36"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	11	1421076	Unreliable
	"New York"	"36"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	32	1337204	2.4
	"New York"	"36"	"2006"	"2006"	"15-24 years"	"15-24"	"Female"	"F"	16	1327060	Unreliable
	"New York"	"36"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	228	1376717	16.6
	"New York"	"36"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	12	1302851	Unreliable
	"New York"	"36"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	171	1257952	13.6
	"New York"	"36"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	60	1399994	4.3
	"New York"	"36"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	11	1436174	Unreliable
	"New York"	"36"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	30	1352196	2.2
	"New York"	"36"	"2007"	"2007"	"15-24 years"	"15-24"	"Female"	"F"	12	1341261	Unreliable
	"New York"	"36"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	199	1390668	14.3
	"New York"	"36"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	17	1303319	Unreliable
	"New York"	"36"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	146	1261695	11.6
	"New York"	"36"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	18	1424500	Unreliable
	"New York"	"36"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	78	1367930	5.7
	"New York"	"36"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	27	1365318	2.0
	"New York"	"36"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	11	1005180	Unreliable
	"New York"	"36"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	11	1352643	Unreliable
	"New York"	"36"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	176	1401396	12.6
	"New York"	"36"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	13	1318346	Unreliable
	"New York"	"36"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	164	1280137	12.8
	"New York"	"36"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	82	1334891	6.1
	"New York"	"36"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	26	1379350	1.9
	"New York"	"36"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	15	1361415	Unreliable
	"New York"	"36"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	182	1408137	12.9
	"New York"	"36"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	14	1338095	Unreliable
