"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Mississippi"	"28"	"2003"	"2003"	"Male"	"M"	166	1388701	12.0
	"Mississippi"	"28"	"2004"	"2004"	"Female"	"F"	31	1490115	2.1
	"Mississippi"	"28"	"2004"	"2004"	"Male"	"M"	171	1398895	12.2
	"Mississippi"	"28"	"2005"	"2005"	"Female"	"F"	41	1497962	2.7
	"Mississippi"	"28"	"2005"	"2005"	"Male"	"M"	134	1407981	9.5
	"Mississippi"	"28"	"2006"	"2006"	"Female"	"F"	39	1496313	2.6
	"Mississippi"	"28"	"2006"	"2006"	"Male"	"M"	183	1408665	13.0
	"Mississippi"	"28"	"2007"	"2007"	"Female"	"F"	33	1507071	2.2
	"Mississippi"	"28"	"2007"	"2007"	"Male"	"M"	186	1421279	13.1
	"Mississippi"	"28"	"2008"	"2008"	"Female"	"F"	42	1516955	2.8
	"Mississippi"	"28"	"2008"	"2008"	"Male"	"M"	203	1430851	14.2
	"Mississippi"	"28"	"2009"	"2009"	"Female"	"F"	33	1522000	2.2
	"Mississippi"	"28"	"2009"	"2009"	"Male"	"M"	164	1436774	11.4
	"Mississippi"	"28"	"2010"	"2010"	"Female"	"F"	43	1526057	2.8
	"Mississippi"	"28"	"2010"	"2010"	"Male"	"M"	162	1441240	11.2
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	34	1531968	2.2
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	187	1446544	12.9
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	37	1535635	2.4
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	179	1449291	12.4
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	38	1536620	2.5
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	177	1454587	12.2
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	33	1539523	2.1
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	226	1454556	15.5
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	45	1540483	2.9
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	219	1451850	15.1
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	42	2860166	1.5
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	202	2701782	7.5
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	54	2875034	1.9
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	219	2720177	8.1
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	40	2895476	1.4
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	235	2745666	8.6
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	42	2910476	1.4
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	211	2764349	7.6
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	25	2926556	0.9
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	194	2782847	7.0
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	50	2942685	1.7
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	207	2805056	7.4
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	36	2962870	1.2
	"Missouri"	"29"	"2005"	"2005"	"Male"	"M"	257	2827430	9.1
	"Missouri"	"29"	"2006"	"2006"	"Female"	"F"	48	2987563	1.6
	"Missouri"	"29"	"2006"	"2006"	"Male"	"M"	247	2855141	8.7
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	42	3007493	1.4
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	223	2880119	7.7
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	61	3024837	2.0
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	299	2899079	10.3
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	59	3042021	1.9
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	260	2919067	8.9
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	47	3055450	1.5
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	288	2933477	9.8
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	52	3066254	1.7
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	251	2944434	8.5
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	50	3070952	1.6
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	261	2951036	8.8
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	49	3080214	1.6
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	244	2963957	8.2
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	54	3089367	1.7
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	273	2974222	9.2
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	78	3098627	2.5
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	381	2985045	12.8
	"Montana"	"30"	"2000"	"2000"	"Male"	"M"	12	449480	Unreliable
	"Montana"	"30"	"2001"	"2001"	"Male"	"M"	13	452278	Unreliable
	"Montana"	"30"	"2003"	"2003"	"Male"	"M"	13	459514	Unreliable
	"Montana"	"30"	"2005"	"2005"	"Male"	"M"	13	470322	Unreliable
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	12	483767	Unreliable
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	14	493860	Unreliable
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	12	509798	Unreliable
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	10	514123	Unreliable
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	15	519330	Unreliable
	"Nebraska"	"31"	"1999"	"1999"	"Male"	"M"	22	839233	2.6
	"Nebraska"	"31"	"2000"	"2000"	"Female"	"F"	13	867912	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	"Male"	"M"	28	843351	3.3
	"Nebraska"	"31"	"2001"	"2001"	"Male"	"M"	18	848628	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	"Male"	"M"	19	853489	Unreliable
	"Nebraska"	"31"	"2003"	"2003"	"Male"	"M"	22	859281	2.6
	"Nebraska"	"31"	"2004"	"2004"	"Male"	"M"	21	865386	2.4
	"Nebraska"	"31"	"2005"	"2005"	"Male"	"M"	24	872029	2.8
	"Nebraska"	"31"	"2006"	"2006"	"Male"	"M"	26	878006	3.0
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	12	900106	Unreliable
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	31	883334	3.5
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	40	890564	4.5
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	26	899064	2.9
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	34	906296	3.8
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	33	915249	3.6
	"Nebraska"	"31"	"2012"	"2012"	"Male"	"M"	40	922302	4.3
	"Nebraska"	"31"	"2013"	"2013"	"Male"	"M"	44	929826	4.7
	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	34	936863	3.6
	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	10	951022	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	40	945168	4.2
	"Nevada"	"32"	"1999"	"1999"	"Female"	"F"	22	949422	2.3
	"Nevada"	"32"	"1999"	"1999"	"Male"	"M"	78	985296	7.9
	"Nevada"	"32"	"2000"	"2000"	"Female"	"F"	11	980206	Unreliable
	"Nevada"	"32"	"2000"	"2000"	"Male"	"M"	78	1018051	7.7
	"Nevada"	"32"	"2001"	"2001"	"Female"	"F"	19	1030850	Unreliable
	"Nevada"	"32"	"2001"	"2001"	"Male"	"M"	90	1067549	8.4
	"Nevada"	"32"	"2002"	"2002"	"Female"	"F"	21	1069764	2.0
	"Nevada"	"32"	"2002"	"2002"	"Male"	"M"	93	1104027	8.4
	"Nevada"	"32"	"2003"	"2003"	"Female"	"F"	25	1108135	2.3
	"Nevada"	"32"	"2003"	"2003"	"Male"	"M"	89	1140715	7.8
	"Nevada"	"32"	"2004"	"2004"	"Female"	"F"	16	1156586	Unreliable
	"Nevada"	"32"	"2004"	"2004"	"Male"	"M"	107	1189636	9.0
	"Nevada"	"32"	"2005"	"2005"	"Female"	"F"	22	1198846	1.8
	"Nevada"	"32"	"2005"	"2005"	"Male"	"M"	93	1233297	7.5
	"Nevada"	"32"	"2006"	"2006"	"Female"	"F"	22	1243993	1.8
	"Nevada"	"32"	"2006"	"2006"	"Male"	"M"	109	1278665	8.5
	"Nevada"	"32"	"2007"	"2007"	"Female"	"F"	25	1284052	1.9
	"Nevada"	"32"	"2007"	"2007"	"Male"	"M"	106	1317020	8.0
	"Nevada"	"32"	"2008"	"2008"	"Female"	"F"	23	1310601	1.8
	"Nevada"	"32"	"2008"	"2008"	"Male"	"M"	77	1343029	5.7
	"Nevada"	"32"	"2009"	"2009"	"Female"	"F"	18	1327618	Unreliable
	"Nevada"	"32"	"2009"	"2009"	"Male"	"M"	79	1357047	5.8
	"Nevada"	"32"	"2010"	"2010"	"Female"	"F"	23	1336935	1.7
	"Nevada"	"32"	"2010"	"2010"	"Male"	"M"	67	1363616	4.9
	"Nevada"	"32"	"2011"	"2011"	"Female"	"F"	13	1348764	Unreliable
	"Nevada"	"32"	"2011"	"2011"	"Male"	"M"	71	1374558	5.2
	"Nevada"	"32"	"2012"	"2012"	"Female"	"F"	20	1367724	1.5
	"Nevada"	"32"	"2012"	"2012"	"Male"	"M"	57	1391207	4.1
	"Nevada"	"32"	"2013"	"2013"	"Female"	"F"	22	1384702	1.6
	"Nevada"	"32"	"2013"	"2013"	"Male"	"M"	66	1405434	4.7
	"Nevada"	"32"	"2014"	"2014"	"Female"	"F"	19	1412306	Unreliable
	"Nevada"	"32"	"2014"	"2014"	"Male"	"M"	87	1426793	6.1
	"Nevada"	"32"	"2015"	"2015"	"Female"	"F"	33	1440294	2.3
	"Nevada"	"32"	"2015"	"2015"	"Male"	"M"	95	1450551	6.5
	"New Jersey"	"34"	"1999"	"1999"	"Female"	"F"	24	4304271	0.6
	"New Jersey"	"34"	"1999"	"1999"	"Male"	"M"	129	4055321	3.2
	"New Jersey"	"34"	"2000"	"2000"	"Female"	"F"	13	4331537	Unreliable
	"New Jersey"	"34"	"2000"	"2000"	"Male"	"M"	159	4082813	3.9
	"New Jersey"	"34"	"2001"	"2001"	"Female"	"F"	15	4369932	Unreliable
	"New Jersey"	"34"	"2001"	"2001"	"Male"	"M"	170	4122739	4.1
	"New Jersey"	"34"	"2002"	"2002"	"Female"	"F"	27	4398801	0.6
	"New Jersey"	"34"	"2002"	"2002"	"Male"	"M"	181	4153842	4.4
	"New Jersey"	"34"	"2003"	"2003"	"Female"	"F"	39	4421964	0.9
	"New Jersey"	"34"	"2003"	"2003"	"Male"	"M"	218	4179438	5.2
	"New Jersey"	"34"	"2004"	"2004"	"Female"	"F"	28	4436964	0.6
	"New Jersey"	"34"	"2004"	"2004"	"Male"	"M"	225	4197597	5.4
	"New Jersey"	"34"	"2005"	"2005"	"Female"	"F"	29	4443545	0.7
	"New Jersey"	"34"	"2005"	"2005"	"Male"	"M"	259	4208429	6.2
	"New Jersey"	"34"	"2006"	"2006"	"Female"	"F"	32	4448099	0.7
	"New Jersey"	"34"	"2006"	"2006"	"Male"	"M"	269	4213580	6.4
	"New Jersey"	"34"	"2007"	"2007"	"Female"	"F"	29	4455148	0.7
	"New Jersey"	"34"	"2007"	"2007"	"Male"	"M"	247	4222737	5.8
	"New Jersey"	"34"	"2008"	"2008"	"Female"	"F"	31	4469901	0.7
	"New Jersey"	"34"	"2008"	"2008"	"Male"	"M"	213	4241189	5.0
	"New Jersey"	"34"	"2009"	"2009"	"Female"	"F"	26	4493506	0.6
	"New Jersey"	"34"	"2009"	"2009"	"Male"	"M"	203	4262096	4.8
	"New Jersey"	"34"	"2010"	"2010"	"Female"	"F"	24	4512294	0.5
	"New Jersey"	"34"	"2010"	"2010"	"Male"	"M"	236	4279600	5.5
	"New Jersey"	"34"	"2011"	"2011"	"Female"	"F"	21	4520963	0.5
	"New Jersey"	"34"	"2011"	"2011"	"Male"	"M"	267	4300192	6.2
	"New Jersey"	"34"	"2012"	"2012"	"Female"	"F"	26	4540905	0.6
	"New Jersey"	"34"	"2012"	"2012"	"Male"	"M"	250	4323685	5.8
	"New Jersey"	"34"	"2013"	"2013"	"Female"	"F"	27	4555374	0.6
	"New Jersey"	"34"	"2013"	"2013"	"Male"	"M"	271	4343965	6.2
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	28	4576223	0.6
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	237	4361952	5.4
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	19	4585897	Unreliable
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	254	4372116	5.8
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	17	918661	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	74	889421	8.3
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	19	924729	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	80	894317	8.9
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	18	930387	Unreliable
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	49	901303	5.4
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	13	941856	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	68	913453	7.4
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	16	952303	Unreliable
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	71	925271	7.7
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	17	964738	Unreliable
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	64	939070	6.8
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	14	978520	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	63	953754	6.6
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	64	968168	6.6
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	18	1007922	Unreliable
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	60	982148	6.1
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	17	1018578	Unreliable
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	69	992084	7.0
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	16	1031238	Unreliable
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	76	1005564	7.6
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	12	1041758	Unreliable
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	64	1017421	6.3
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	11	1052114	Unreliable
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	62	1030110	6.0
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	14	1052831	Unreliable
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	66	1032707	6.4
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	19	1051678	Unreliable
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	63	1033609	6.1
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	67	1032882	6.5
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	15	1051688	Unreliable
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	76	1033421	7.4
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	62	9777654	0.6
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	478	9105071	5.2
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	66	9829709	0.7
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	536	9146748	5.9
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	66	9878713	0.7
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	517	9204125	5.6
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	69	9902927	0.7
	"New York"	"36"	"2002"	"2002"	"Male"	"M"	481	9234873	5.2
	"New York"	"36"	"2003"	"2003"	"Female"	"F"	54	9917810	0.5
	"New York"	"36"	"2003"	"2003"	"Male"	"M"	535	9258129	5.8
	"New York"	"36"	"2004"	"2004"	"Female"	"F"	48	9913527	0.5
	"New York"	"36"	"2004"	"2004"	"Male"	"M"	468	9258040	5.1
	"New York"	"36"	"2005"	"2005"	"Female"	"F"	62	9887467	0.6
	"New York"	"36"	"2005"	"2005"	"Male"	"M"	453	9245143	4.9
	"New York"	"36"	"2006"	"2006"	"Female"	"F"	59	9871401	0.6
	"New York"	"36"	"2006"	"2006"	"Male"	"M"	511	9233230	5.5
	"New York"	"36"	"2007"	"2007"	"Female"	"F"	55	9881510	0.6
	"New York"	"36"	"2007"	"2007"	"Male"	"M"	467	9250825	5.0
	"New York"	"36"	"2008"	"2008"	"Female"	"F"	46	9918841	0.5
	"New York"	"36"	"2008"	"2008"	"Male"	"M"	462	9293595	5.0
	"New York"	"36"	"2009"	"2009"	"Female"	"F"	65	9966620	0.7
	"New York"	"36"	"2009"	"2009"	"Male"	"M"	440	9340446	4.7
	"New York"	"36"	"2010"	"2010"	"Female"	"F"	49	10000955	0.5
	"New York"	"36"	"2010"	"2010"	"Male"	"M"	478	9377147	5.1
	"New York"	"36"	"2011"	"2011"	"Female"	"F"	62	10033393	0.6
	"New York"	"36"	"2011"	"2011"	"Male"	"M"	404	9431804	4.3
	"New York"	"36"	"2012"	"2012"	"Female"	"F"	34	10081044	0.3
	"New York"	"36"	"2012"	"2012"	"Male"	"M"	402	9489217	4.2
	"New York"	"36"	"2013"	"2013"	"Female"	"F"	46	10114934	0.5
	"New York"	"36"	"2013"	"2013"	"Male"	"M"	334	9536193	3.5
	"New York"	"36"	"2014"	"2014"	"Female"	"F"	40	10164966	0.4
	"New York"	"36"	"2014"	"2014"	"Male"	"M"	332	9581261	3.5
	"New York"	"36"	"2015"	"2015"	"Female"	"F"	37	10184278	0.4
	"New York"	"36"	"2015"	"2015"	"Male"	"M"	371	9611513	3.9
	"North Carolina"	"37"	"1999"	"1999"	"Female"	"F"	89	4062710	2.2
	"North Carolina"	"37"	"1999"	"1999"	"Male"	"M"	370	3886651	9.5
	"North Carolina"	"37"	"2000"	"2000"	"Female"	"F"	90	4106618	2.2
	"North Carolina"	"37"	"2000"	"2000"	"Male"	"M"	368	3942695	9.3
	"North Carolina"	"37"	"2001"	"2001"	"Female"	"F"	61	4187317	1.5
	"North Carolina"	"37"	"2001"	"2001"	"Male"	"M"	357	4022805	8.9
	"North Carolina"	"37"	"2002"	"2002"	"Female"	"F"	85	4250179	2.0
	"North Carolina"	"37"	"2002"	"2002"	"Male"	"M"	382	4076022	9.4
	"North Carolina"	"37"	"2003"	"2003"	"Female"	"F"	78	4313901	1.8
	"North Carolina"	"37"	"2003"	"2003"	"Male"	"M"	318	4108600	7.7
	"North Carolina"	"37"	"2004"	"2004"	"Female"	"F"	67	4376070	1.5
	"North Carolina"	"37"	"2004"	"2004"	"Male"	"M"	344	4177082	8.2
	"North Carolina"	"37"	"2005"	"2005"	"Female"	"F"	76	4457189	1.7
	"North Carolina"	"37"	"2005"	"2005"	"Male"	"M"	375	4248218	8.8
	"North Carolina"	"37"	"2006"	"2006"	"Female"	"F"	71	4563152	1.6
	"North Carolina"	"37"	"2006"	"2006"	"Male"	"M"	368	4354118	8.5
	"North Carolina"	"37"	"2007"	"2007"	"Female"	"F"	70	4677313	1.5
	"North Carolina"	"37"	"2007"	"2007"	"Male"	"M"	388	4440724	8.7
	"North Carolina"	"37"	"2008"	"2008"	"Female"	"F"	83	4771376	1.7
	"North Carolina"	"37"	"2008"	"2008"	"Male"	"M"	384	4538073	8.5
	"North Carolina"	"37"	"2009"	"2009"	"Female"	"F"	78	4846501	1.6
	"North Carolina"	"37"	"2009"	"2009"	"Male"	"M"	329	4603065	7.1
	"North Carolina"	"37"	"2010"	"2010"	"Female"	"F"	71	4889991	1.5
	"North Carolina"	"37"	"2010"	"2010"	"Male"	"M"	305	4645492	6.6
	"North Carolina"	"37"	"2011"	"2011"	"Female"	"F"	66	4952679	1.3
	"North Carolina"	"37"	"2011"	"2011"	"Male"	"M"	314	4703722	6.7
	"North Carolina"	"37"	"2012"	"2012"	"Female"	"F"	72	4999175	1.4
	"North Carolina"	"37"	"2012"	"2012"	"Male"	"M"	350	4752898	7.4
	"North Carolina"	"37"	"2013"	"2013"	"Female"	"F"	63	5047448	1.2
	"North Carolina"	"37"	"2013"	"2013"	"Male"	"M"	349	4800612	7.3
	"North Carolina"	"37"	"2014"	"2014"	"Female"	"F"	65	5099371	1.3
	"North Carolina"	"37"	"2014"	"2014"	"Male"	"M"	326	4844593	6.7
	"North Carolina"	"37"	"2015"	"2015"	"Female"	"F"	67	5150777	1.3
	"North Carolina"	"37"	"2015"	"2015"	"Male"	"M"	371	4892025	7.6
	"Ohio"	"39"	"1999"	"1999"	"Female"	"F"	54	5835017	0.9
	"Ohio"	"39"	"1999"	"1999"	"Male"	"M"	202	5500437	3.7
	"Ohio"	"39"	"2000"	"2000"	"Female"	"F"	53	5840878	0.9
	"Ohio"	"39"	"2000"	"2000"	"Male"	"M"	200	5512262	3.6
	"Ohio"	"39"	"2001"	"2001"	"Female"	"F"	60	5853691	1.0
	"Ohio"	"39"	"2001"	"2001"	"Male"	"M"	256	5533713	4.6
	"Ohio"	"39"	"2002"	"2002"	"Female"	"F"	60	5859385	1.0
	"Ohio"	"39"	"2002"	"2002"	"Male"	"M"	293	5548504	5.3
	"Ohio"	"39"	"2003"	"2003"	"Female"	"F"	45	5868535	0.8
	"Ohio"	"39"	"2003"	"2003"	"Male"	"M"	276	5566253	5.0
	"Ohio"	"39"	"2004"	"2004"	"Female"	"F"	56	5874411	1.0
	"Ohio"	"39"	"2004"	"2004"	"Male"	"M"	284	5577840	5.1
	"Ohio"	"39"	"2005"	"2005"	"Female"	"F"	66	5876703	1.1
	"Ohio"	"39"	"2005"	"2005"	"Male"	"M"	342	5586617	6.1
	"Ohio"	"39"	"2006"	"2006"	"Female"	"F"	70	5883067	1.2
	"Ohio"	"39"	"2006"	"2006"	"Male"	"M"	381	5598146	6.8
	"Ohio"	"39"	"2007"	"2007"	"Female"	"F"	63	5890965	1.1
	"Ohio"	"39"	"2007"	"2007"	"Male"	"M"	350	5609503	6.2
	"Ohio"	"39"	"2008"	"2008"	"Female"	"F"	53	5896594	0.9
	"Ohio"	"39"	"2008"	"2008"	"Male"	"M"	349	5618797	6.2
	"Ohio"	"39"	"2009"	"2009"	"Female"	"F"	73	5902018	1.2
	"Ohio"	"39"	"2009"	"2009"	"Male"	"M"	293	5626878	5.2
	"Ohio"	"39"	"2010"	"2010"	"Female"	"F"	62	5904348	1.1
	"Ohio"	"39"	"2010"	"2010"	"Male"	"M"	334	5632156	5.9
	"Ohio"	"39"	"2011"	"2011"	"Female"	"F"	76	5905599	1.3
	"Ohio"	"39"	"2011"	"2011"	"Male"	"M"	377	5639352	6.7
	"Ohio"	"39"	"2012"	"2012"	"Female"	"F"	83	5901605	1.4
	"Ohio"	"39"	"2012"	"2012"	"Male"	"M"	354	5642620	6.3
	"Ohio"	"39"	"2013"	"2013"	"Female"	"F"	66	5911149	1.1
	"Ohio"	"39"	"2013"	"2013"	"Male"	"M"	381	5659659	6.7
	"Ohio"	"39"	"2014"	"2014"	"Female"	"F"	58	5919391	1.0
	"Ohio"	"39"	"2014"	"2014"	"Male"	"M"	364	5674772	6.4
	"Ohio"	"39"	"2015"	"2015"	"Female"	"F"	81	5926893	1.4
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	403	5686530	7.1
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	31	1748783	1.8
	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"	119	1688364	7.0
	"Oklahoma"	"40"	"2000"	"2000"	"Female"	"F"	30	1754759	1.7
	"Oklahoma"	"40"	"2000"	"2000"	"Male"	"M"	85	1695895	5.0
	"Oklahoma"	"40"	"2001"	"2001"	"Female"	"F"	25	1760052	1.4
	"Oklahoma"	"40"	"2001"	"2001"	"Male"	"M"	101	1707048	5.9
	"Oklahoma"	"40"	"2002"	"2002"	"Female"	"F"	26	1769080	1.5
	"Oklahoma"	"40"	"2002"	"2002"	"Male"	"M"	87	1720000	5.1
	"Oklahoma"	"40"	"2003"	"2003"	"Female"	"F"	26	1777723	1.5
	"Oklahoma"	"40"	"2003"	"2003"	"Male"	"M"	113	1727169	6.5
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	25	1784671	1.4
	"Oklahoma"	"40"	"2004"	"2004"	"Male"	"M"	99	1740562	5.7
	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"	29	1796475	1.6
	"Oklahoma"	"40"	"2005"	"2005"	"Male"	"M"	107	1752122	6.1
	"Oklahoma"	"40"	"2006"	"2006"	"Female"	"F"	35	1818693	1.9
	"Oklahoma"	"40"	"2006"	"2006"	"Male"	"M"	117	1775397	6.6
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	29	1837175	1.6
	"Oklahoma"	"40"	"2007"	"2007"	"Male"	"M"	122	1797174	6.8
	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"	31	1854771	1.7
	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"	116	1814205	6.4
	"Oklahoma"	"40"	"2009"	"2009"	"Female"	"F"	28	1878034	1.5
	"Oklahoma"	"40"	"2009"	"2009"	"Male"	"M"	120	1839538	6.5
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	18	1894374	Unreliable
	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"	113	1856977	6.1
	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	33	1913759	1.7
	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"	133	1877749	7.1
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	36	1924995	1.9
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	152	1889825	8.0
	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	40	1943276	2.1
	"Oklahoma"	"40"	"2013"	"2013"	"Male"	"M"	138	1907292	7.2
	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	38	1957903	1.9
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	119	1920148	6.2
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	36	1974214	1.8
	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"	185	1937124	9.6
	"Oregon"	"41"	"1999"	"1999"	"Female"	"F"	16	1712226	Unreliable
	"Oregon"	"41"	"1999"	"1999"	"Male"	"M"	44	1681715	2.6
	"Oregon"	"41"	"2000"	"2000"	"Female"	"F"	14	1724849	Unreliable
	"Oregon"	"41"	"2000"	"2000"	"Male"	"M"	48	1696550	2.8
	"Oregon"	"41"	"2001"	"2001"	"Female"	"F"	15	1747889	Unreliable
	"Oregon"	"41"	"2001"	"2001"	"Male"	"M"	32	1720048	1.9
	"Oregon"	"41"	"2002"	"2002"	"Female"	"F"	19	1771126	Unreliable
	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	45	1742298	2.6
	"Oregon"	"41"	"2003"	"2003"	"Male"	"M"	43	1758571	2.4
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	11	1800377	Unreliable
	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	54	1769086	3.1
